# Sentences written for this pack where Tatoeba has fewer than two usable
# sentences for a word. Format: Persian<TAB>English. Formal register, 4-9
# words, pack vocabulary where possible. Reviewed by hand; they ship with
# "src": "gen" and no audio. Append only (line order sets the corpus ids).
رعایت ادب مهم است.	Being polite is important.
در صف نانوایی ایستادم.	I stood in the queue at the bakery.
پیوند دوستی ما قوی است.	The bond of our friendship is strong.
این پیوند قدیمی است.	This bond is old.
کلاس ما در طبقه‌ی ششم است.	Our class is on the sixth floor.
او ششم شد.	He came sixth.
پادشاه در این قصر زندگی می‌کرد.	The king lived in this palace.
ما با یک مشکل بزرگ مواجه شدیم.	We faced a big problem.
من امروز مریض هستم.	I am sick today.
مادرم مریض است.	My mother is ill.
پلیس دنبال مرد فراری است.	The police are looking for the fugitive.
فراری در جنگل پنهان شد.	The fugitive hid in the forest.
این ویژگی خوب اوست.	This is his good quality.
مجلس قانون جدید را هفته‌ی گذشته تصویب کرد.	Parliament passed the new law last week.
مجلس تصویب قانون را اعلام کرد.	Parliament announced the passing of the law.
او کارمند بانک است.	He is a bank clerk.
کارمندان ساعت هشت می‌آیند.	The employees come at eight.
تصور کن که در دریا هستی.	Imagine that you are at sea.
خلاصه‌ی کتاب را بنویس.	Write a summary of the book.
خلاصه، او نیامد.	In short, he did not come.
استرس برای بدن بد است.	Stress is bad for the body.
تحریک او کار آسانی بود.	Provoking him was easy.
این دارو برای تحریک اشتها است.	This medicine is to stimulate the appetite.
این یک فرش دستی است.	This is a hand-made carpet.
کیف دستی او روی میز است.	Her handbag is on the table.
این یک عکس خانوادگی است.	This is a family photo.
ما یک مهمانی خانوادگی داریم.	We have a family party.
دوری از خانواده سخت است.	Being away from family is hard.
دوری او را حس می‌کنم.	I feel his absence.
شرکت تضمین داد.	The company gave a guarantee.
سرقت از بانک دیشب بود.	The bank robbery was last night.
به مادرم تلفن کردم.	I phoned my mother.
او به تیم ما ملحق شد.	He joined our team.
دو دوست دیگر به ما ملحق شدند.	Two more friends joined us.
دست‌هایم کثیف است.	My hands are dirty.
لباس‌های کثیف را بشوی.	Wash the dirty clothes.
پدرم بیمار شد.	My father fell ill.
ادعای او درست نیست.	His claim is not true.
هیچکدام از ما نرفتیم.	None of us went.
این کار آزار دادن مردم است.	This is harassing people.
آزار حیوانات کار زشتی است.	Hurting animals is a shameful thing.
پیش ما بیا.	Come to us.
او نزد پدرش رفت.	He went to his father.
او نزد دکتر رفت.	He went to the doctor.
محاسبه‌ی این عدد آسان است.	Calculating this number is easy.
محاسبه‌ی او اشتباه بود.	His calculation was wrong.
این کار ریسک دارد.	This job has risks.
پدربزرگم پارسال فوت کرد.	My grandfather passed away last year.
مادر او فوت کرده است.	His mother has passed away.
او با شور حرف می‌زند.	He talks with passion.
شور و هیجان در کلاس بود.	There was excitement in the class.
مرغ جوجه‌هایش را دارد.	The hen has her chicks.
جوجه‌ها کوچک هستند.	The chicks are small.
او بیماری قلبی دارد.	He has heart disease.
مشکل قلبی او جدی است.	His heart problem is serious.
یک قالب صابون خریدم.	I bought a bar of soap.
من شکلات دوست دارم.	I like chocolate.
آب قطع شد.	The water was cut off.
دستشویی کجاست؟	Where is the toilet?
دستشویی طبقه‌ی دوم است.	The toilet is on the second floor.
این گل مصنوعی است.	This flower is artificial.
همسرش حامله است.	His wife is pregnant.
اشک در چشم‌هایش بود.	There were tears in her eyes.
اشک‌هایش را پاک کرد.	She wiped away her tears.
این به تو ربطی ندارد.	This has nothing to do with you.
یک رمان جدید خواندم.	I read a new novel.
بچه از هیولا می‌ترسد.	The child is afraid of the monster.
آن‌ها سر پول دعوا کردند.	They quarrelled about money.
او پول زیادی خرج کرد.	He spent a lot of money.
خواسته‌ی من ساده است.	My wish is simple.
خواسته‌های مردم را شنیدند.	They heard the people's demands.
او وطن خود را دوست دارد.	He loves his homeland.
دوری از وطن سخت است.	Being far from home is hard.
این یک شهر صنعتی است.	This is an industrial city.
کشورهای صنعتی نفت زیادی می‌خواهند.	Industrial countries need a lot of oil.
بانک به پول ما بهره می‌دهد.	The bank pays interest on our money.
از این فرصت بهره بگیر.	Make use of this opportunity.
آن‌ها یک زوج جوان هستند.	They are a young couple.
این زوج تازه ازدواج کرده‌اند.	This couple have just married.
کابل تلویزیون قطع است.	The TV cable is cut.
او به من کمک پیشنهاد داد.	He offered me help.
من یک راه جدید پیشنهاد دادم.	I suggested a new way.
گاه به پارک می‌رویم.	Sometimes we go to the park.
یک لیوان آب بده.	Give me a glass of water.
تربیت بچه کار سختی است.	Bringing up a child is hard work.
در اوج تابستان هوا گرم است.	At the height of summer the weather is hot.
او در اوج جوانی است.	He is at the peak of his youth.
دره پر از گل است.	The valley is full of flowers.
از بالای کوه دره را دیدیم.	We saw the valley from the top of the mountain.
کشیش در کلیسا است.	The priest is in the church.
کشیش با مردم صحبت کرد.	The priest talked with the people.
یخ را به آب تبدیل کردیم.	We turned the ice into water.
او خانه را به مغازه تبدیل کرد.	He turned the house into a shop.
در باران به یک مغازه پناه بردیم.	We took shelter in a shop from the rain.
این پناه‌گاه امن است.	This shelter is safe.
او یک مرد پولدار است.	He is a rich man.
خانواده‌ی او پولدار هستند.	His family is rich.
این یک کار جمعی است.	This is a group effort.
حمل و نقل جمعی ارزان است.	Public transport is cheap.
او مسلمان است.	He is a Muslim.
بیشتر مردم ایران مسلمان هستند.	Most people in Iran are Muslims.
یک گره به طناب زد.	He tied a knot in the rope.
حافظ یک شاعر معروف است.	Hafez is a famous poet.
وزیر استعفا داد.	The minister resigned.
او ثابت کرد که راست می‌گوید.	He proved that he was telling the truth.
نمی‌توانی این را ثابت کنی.	You cannot prove this.
نیامدم چونکه مریض بودم.	I didn't come because I was sick.
من دوازده سال دارم.	I am twelve years old.
سال دوازده ماه دارد.	A year has twelve months.
این یک اصطلاح فارسی است.	This is a Persian expression.
این مشکل گسترده است.	This problem is widespread.
نشست بعدی فردا است.	The next session is tomorrow.
این پارک برای استفاده‌ی عموم است.	This park is for public use.
عموم مردم موافق هستند.	The general public agree.
پذیرش دانشگاه سخت است.	University admission is hard.
کجا زندگی می‌کنی؟	Where do you live?
تخریب خانه‌های قدیمی شروع شد.	The demolition of the old houses started.
تخریب جنگل‌ها خطرناک است.	Destroying the forests is dangerous.
او فن نوشتن را بلد است.	He knows the art of writing.
این یک فن ساده است.	This is a simple technique.
کلاس ساعت هشت شروع می‌شود.	Class starts at eight o'clock.
من هشت ساعت می‌خوابم.	I sleep for eight hours.
او یک استاد محترم است.	He is a respected professor.
فرماندار به شهر آمد.	The governor came to the city.
فرماندار با مردم صحبت کرد.	The governor talked with the people.
کیک سه لایه دارد.	The cake has three layers.
یک لایه برف روی ماشین است.	There is a layer of snow on the car.
خلبان هواپیما را فرود آورد.	The pilot landed the plane.
اسم خود را ثبت کردم.	I registered my name.
پلیس حرف‌های او را ثبت کرد.	The police recorded his words.
این جدول را پر کن.	Fill in this table.
جدول بازی‌ها روی دیوار است.	The schedule of games is on the wall.
فناوری جدید زندگی را آسان کرد.	New technology made life easy.
او در شرکت فناوری کار می‌کند.	He works at a technology company.
این فرم را پر کنید.	Fill in this form.
فرم ثبت نام کجاست؟	Where is the registration form?
ما در یک کوچه‌ی کوچک زندگی می‌کنیم.	We live in a small alley.
بچه‌ها در کوچه بازی می‌کنند.	The children are playing in the alley.
این ماشین یک ایراد دارد.	This car has a fault.
ایراد کار کجاست؟	Where is the fault?
اژدها در قصه‌ها آتش دارد.	In stories the dragon breathes fire.
بچه از اژدها ترسید.	The child was afraid of the dragon.
ران مرغ را دوست دارم.	I like chicken thigh.
ران پایم درد می‌کند.	My thigh hurts.
این واقعه را فراموش نمی‌کنم.	I won't forget this event.
مدرسه‌ها امروز تعطیل است.	The schools are closed today.
جمعه روز تعطیل است.	Friday is a holiday.
یک دایره روی کاغذ بکش.	Draw a circle on the paper.
ما دور هم یک دایره ساختیم.	We made a circle around each other.
ساختار این ساختمان قوی است.	The structure of this building is strong.
ساختار جمله را یاد بگیر.	Learn the structure of the sentence.
سوخت ماشین تمام شد.	The car ran out of fuel.
این نشان کشور ماست.	This is our country's emblem.
یک نشان روی لباسش بود.	There was a badge on his clothes.
ناراحتی او را حس کردم.	I felt his sadness.
ناراحتی معده دارم.	I have a stomach upset.
در ایران قوم‌های زیادی زندگی می‌کنند.	Many ethnic groups live in Iran.
هر قوم زبان خود را دارد.	Each people has its own language.
او یار من است.	He is my friend.
یار قدیمی مرا دیدم.	I saw my old companion.
امروزه همه گوشی دارند.	Nowadays everyone has a phone.
آب یک عنصر مهم است.	Water is an important element.
طلا یک عنصر است.	Gold is an element.
کتاب در دسترس است.	The book is available.
دارو را از دسترس بچه‌ها دور نگه دار.	Keep the medicine out of children's reach.
پرداخت با کارت است.	Payment is by card.
اخلاق او خیلی خوب است.	He has very good character.
اخلاق در کار مهم است.	Ethics are important in work.
پیرمرد روی صندلی نشست.	The old man sat on the chair.
این واژه را نمی‌دانم.	I don't know this word.
این درد برای او عذاب بود.	This pain was torture for him.
عذاب وجدان دارم.	I have a guilty conscience.
او ادعا کرد که پول را پیدا کرده است.	He claimed that he had found the money.
اتفاقاً من هم آنجا بودم.	As it happens, I was there too.
اتفاقاً او را دیروز دیدم.	By chance I saw him yesterday.
امروز چهارشنبه است.	Today is Wednesday.
چهارشنبه کلاس داریم.	We have class on Wednesday.
دهان خود را باز کن.	Open your mouth.
دهان بچه پر از غذا است.	The child's mouth is full of food.
پدربزرگم نود سال دارد.	My grandfather is ninety years old.
نود نفر به جشن آمدند.	Ninety people came to the party.
یک ساعت شصت دقیقه است.	An hour is sixty minutes.
او یازده سال دارد.	He is eleven years old.
ساعت یازده به خانه آمدم.	I came home at eleven o'clock.
مادربزرگم هفتاد سال دارد.	My grandmother is seventy years old.
هفتاد نفر در کلاس هستند.	There are seventy people in the class.
پنج‌شنبه به سینما می‌رویم.	On Thursday we go to the cinema.
فردا پنج‌شنبه است.	Tomorrow is Thursday.
آسمان امروز خاکستری است.	The sky is grey today.
این ماشین خیلی گران است.	This car is very expensive.
میوه در این مغازه گران است.	Fruit is expensive in this shop.
اتاق من تمیز است.	My room is clean.
من خیلی تشنه هستم.	I am very thirsty.
بچه تشنه است، آب بده.	The child is thirsty, give him water.
پسرم پانزده سال دارد.	My son is fifteen years old.
پانزده دقیقه صبر کن.	Wait fifteen minutes.
خواهرم هفده سال دارد.	My sister is seventeen years old.
هفده کتاب روی میز است.	There are seventeen books on the table.
او یک لباس بنفش پوشید.	She wore a purple dress.
گل‌های بنفش زیبا هستند.	Purple flowers are beautiful.
هشتاد درصد مردم آمدند.	Eighty percent of the people came.
پدربزرگم هشتاد سال دارد.	My grandfather is eighty years old.
دخترم چهارده سال دارد.	My daughter is fourteen years old.
چهارده روز در سفر بودیم.	We were travelling for fourteen days.
من آب نارنجی را دوست دارم.	I like orange juice.
او یک کیف نارنجی دارد.	She has an orange bag.
برادرم سیزده سال دارد.	My brother is thirteen years old.
سیزده نفر در اتاق هستند.	There are thirteen people in the room.
دمای هوا صفر درجه است.	The air temperature is zero degrees.
تولد من در ماه بهمن است.	My birthday is in the month of Bahman.
ماه بهمن سرد است.	The month of Bahman is cold.
ماه اردیبهشت خیلی زیباست.	The month of Ordibehesht is very beautiful.
ما در ماه اردیبهشت سفر کردیم.	We travelled in the month of Ordibehesht.
پسرم شانزده سال دارد.	My son is sixteen years old.
شانزده نفر در تیم هستند.	There are sixteen people on the team.
تولد من در ماه آبان است.	My birthday is in the month of Aban.
در ماه آبان باران می‌بارد.	It rains in the month of Aban.
ماه آذر پاییز است.	The month of Azar is in autumn.
تولد خواهرم در ماه آذر است.	My sister's birthday is in the month of Azar.
ماه اسفند آخرین ماه سال است.	Esfand is the last month of the year.
در ماه اسفند خانه را تمیز می‌کنیم.	In the month of Esfand we clean the house.
ماه خرداد گرم است.	The month of Khordad is warm.
امتحان‌ها در ماه خرداد است.	The exams are in the month of Khordad.
ماه دی سرد است.	The month of Dey is cold.
برف در ماه دی می‌بارد.	Snow falls in the month of Dey.
امروز سه‌شنبه است.	Today is Tuesday.
سه‌شنبه به بازار می‌روم.	On Tuesday I go to the market.
ماه شهریور آخر تابستان است.	The month of Shahrivar is the end of summer.
ما در ماه شهریور به سفر رفتیم.	We went travelling in the month of Shahrivar.
دخترم لباس صورتی دوست دارد.	My daughter likes pink clothes.
این گل صورتی است.	This flower is pink.
ماه فروردین اول سال است.	The month of Farvardin is the start of the year.
نوروز در ماه فروردین است.	Nowruz is in the month of Farvardin.
ماه مرداد خیلی گرم است.	The month of Mordad is very hot.
تولد پدرم در ماه مرداد است.	My father's birthday is in the month of Mordad.
برادرم نوزده سال دارد.	My brother is nineteen years old.
نوزده نفر آمدند.	Nineteen people came.
من هجده سال دارم.	I am eighteen years old.
هجده روز در ایران بودیم.	We were in Iran for eighteen days.
کنار من بنشین.	Sit next to me.
خانه‌ی ما کنار دریا است.	Our house is by the sea.
ساعت نه به مدرسه می‌روم.	I go to school at nine o'clock.
او نه سال دارد.	He is nine years old.
باعث این مشکل چیست؟	What is the cause of this problem?
من احساس می‌کنم که او راست می‌گوید.	I feel that he is telling the truth.
ارتش حمله را شروع کرد.	The army started the attack.
ماه دی خیلی سرد است.	The month of Dey is very cold.
متشکرم، غذا خیلی خوب بود.	Thank you, the food was very good.
لطفا کنار پنجره بنشینید.	Please sit next to the window.
ایران یک جمهوری اسلامی است.	Iran is an Islamic republic.
فرانسه یک جمهوری است و پادشاه ندارد.	France is a republic and has no king.
برای این کار مدرک دانشگاه لازم است.	A university degree is needed for this job.
کنترل تلویزیون روی میز است.	The TV remote is on the table.
صدای شلیک از خیابان می‌آمد.	The sound of a shot was coming from the street.
بعد از اولین شلیک همه ساکت شدند.	After the first shot everyone went quiet.
پدرم برای ما یک داستان قشنگ تعریف کرد.	My father told us a nice story.
دستور پزشک را فراموش نکن.	Don't forget the doctor's orders.
او در شبکه‌های اجتماعی خیلی فعال است.	She is very active on social networks.
متاسفانه امروز نمی‌توانم به کلاس بیایم.	Unfortunately I can't come to class today.
این اتاق خیلی گرم و خفه است.	This room is very hot and stuffy.
زود بیا وگرنه به قطار نمی‌رسیم.	Come early, otherwise we won't catch the train.
بابت کمک شما خیلی ممنونم.	Thank you very much for your help.
این گل‌ها خیلی قشنگ هستند.	These flowers are very beautiful.
من یک دوربین جدید خریدم.	I bought a new camera.
دوربین من داخل کیف است.	My camera is inside the bag.
پلیس بالاخره قاتل را پیدا کرد.	The police finally found the killer.
من در سفر به ایتالیا عاشق شدم.	I fell in love on a trip to Italy.
پدر و مادرم در دانشگاه عاشق شدند.	My father and mother fell in love at university.
این اقدام دولت خیلی خوب بود.	This action of the government was very good.
ما صبح زود به سمت شمال راه افتادیم.	We set off towards the north early in the morning.
برای این کار تایید مدیر لازم است.	The manager's approval is needed for this work.
یک هیئت از تهران به شهر ما آمد.	A delegation from Tehran came to our city.
نتیجه‌ی آزمایش خون من خوب بود.	The result of my blood test was good.
تبدیل این خانه به هتل سخت است.	Turning this house into a hotel is hard.
خداوند همه‌ی ما را دوست دارد.	God loves all of us.
لطفا لباس‌هایت را از روی زمین جمع کن.	Please pick up your clothes from the floor.
او پولش را برای سفر جمع کرد.	He saved up his money for the trip.
گردن من از صبح درد می‌کند.	My neck has been hurting since the morning.
او دستش را روی گردن من گذاشت.	She put her hand on my neck.
این بچه یک کله‌ی خیلی بزرگ دارد.	This child has a very big head.
او در یک کشور اسلامی زندگی می‌کند.	He lives in an Islamic country.
دفتر مرکزی شرکت در تهران است.	The company's head office is in Tehran.
ما در بخش مرکزی شهر زندگی می‌کنیم.	We live in the central part of the city.
غذای ما در آشپزخانه سوخت.	Our food burned in the kitchen.
دست من با چای داغ سوخت.	My hand got burned by hot tea.
رقص او خیلی زیبا بود.	Her dance was very beautiful.
سربازها سلاح‌های خود را زمین گذاشتند.	The soldiers put their weapons down.
کشور آمریکا پنجاه ایالت دارد.	The United States has fifty states.
ارتش یک پایگاه نزدیک شهر دارد.	The army has a base near the city.
این خانه مال قرن گذشته است.	This house is from the last century.
او با انگشت به ماه اشاره کرد.	He pointed at the moon with his finger.
پلیس یک بمب در ایستگاه پیدا کرد.	The police found a bomb in the station.
صدای بمب از خیلی دور شنیده شد.	The sound of the bomb was heard from very far away.
تو در خانه چندتا کتاب داری؟	How many books do you have at home?
من فعلاً در خانه‌ی دوستم زندگی می‌کنم.	For now I live at my friend's house.
حالا نوبت تو است که بازی کنی.	Now it is your turn to play.
تولدت مبارک، دوست عزیز من!	Happy birthday, my dear friend!
سال نو بر همه‌ی شما مبارک باشد.	Happy new year to all of you.
میزان باران امسال خیلی کم بود.	The amount of rain this year was very low.
این میز از چوب ساخته شده است.	This table is made of wood.
این اتفاق تقصیر من نبود.	This incident was not my fault.
حضرت محمد پیامبر اسلام است.	The Prophet Muhammad is the prophet of Islam.
ما در بخش شمالی شهر زندگی می‌کنیم.	We live in the northern part of the city.
باد شمالی خیلی سرد است.	The north wind is very cold.
او همچنان در همان خانه زندگی می‌کند.	He still lives in the same house.
این مغازه مشتری زیادی دارد.	This shop has a lot of customers.
مدیر جدید در راس این سازمان است.	The new director is at the head of this organisation.
نتایج اولیه‌ی این آزمایش خیلی خوب بود.	The initial results of this test were very good.
بعد از دویدن نمی‌توانستم خوب نفس بکشم.	After running I couldn't breathe well.
او برای یک ماموریت مهم به خارج رفت.	He went abroad for an important mission.
فردا در مدرسه یک تست ریاضی داریم.	Tomorrow we have a maths test at school.
عدالت برای همه‌ی مردم مهم است.	Justice is important for all people.
مردم این کشور عدالت و آزادی می‌خواهند.	The people of this country want justice and freedom.
این مطلب را در روزنامه خواندم.	I read this piece in the newspaper.
وقتی معلم وارد کلاس شد همه ساکت شدند.	When the teacher entered the class everyone went quiet.
ترکیب این دو رنگ خیلی زیبا است.	The combination of these two colours is very beautiful.
ترکیب تیم ما امسال تغییر کرد.	Our team's line-up changed this year.
من انگیزه‌ی زیادی برای این کار دارم.	I have a lot of motivation for this work.
مردم به حرف امام مسجد گوش دادند.	The people listened to the imam of the mosque.
امام رضا در شهر مشهد است.	Imam Reza is in the city of Mashhad.
ما به بخش جنوبی کشور سفر کردیم.	We travelled to the southern part of the country.
هوای شهرهای جنوبی خیلی گرم است.	The weather in the southern cities is very hot.
امتحان نهایی من هفته‌ی بعد است.	My final exam is next week.
تصمیم نهایی با شما است.	The final decision is yours.
بعد از بازگشت به خانه خیلی خسته بودم.	After returning home I was very tired.
من یک ویدیو از سفرمان درست کردم.	I made a video of our trip.
سیگار یکی از دلایل سرطان است.	Smoking is one of the causes of cancer.
او هیچ‌وقت مشروب نمی‌خورد و سیگار نمی‌کشد.	He never drinks alcohol and doesn't smoke.
دیشب خواب دیدم که در دریا شنا می‌کنم.	Last night I dreamed that I was swimming in the sea.
پلیس یک باند دزدی را گرفت.	The police caught a gang of thieves.
این کار در ایران قانونی نیست.	This is not legal in Iran.
زخم دستش هنوز خوب نشده است.	The wound on his hand has not healed yet.
دکتر زخم پای او را بست.	The doctor dressed the wound on her leg.
دروازه‌ی شهر قدیمی خیلی بزرگ بود.	The gate of the old city was very big.
خانواده‌ی او خیلی مذهبی هستند.	Her family is very religious.
بانک درست روبروی مدرسه‌ی ما است.	The bank is right opposite our school.
صدای انفجار را از خیلی دور شنیدیم.	We heard the sound of the explosion from very far away.
بعد از انفجار، ساختمان خراب شد.	After the explosion the building was destroyed.
توضیح شما خیلی کامل بود.	Your explanation was very complete.
ماشین من دوباره خراب است.	My car is broken again.
تاریخ بشر خیلی طولانی است.	The history of mankind is very long.
اعلام نتایج امتحان فردا است.	The exam results will be announced tomorrow.
او تمام شب در اتاقش گریست.	She cried all night in her room.
ما در سایه‌ی درخت نشستیم.	We sat in the shade of the tree.
امیر کویت به ایران آمد.	The emir of Kuwait came to Iran.
او سال‌ها در کار تجارت بود.	He was in trade for years.
او می‌خواست انتقام پدرش را بگیرد.	He wanted to avenge his father.
او یک پزشک موفق و مشهور است.	She is a successful and famous doctor.
کیف من پاره است و باید کیف نو بخرم.	My bag is torn and I have to buy a new bag.
این کتاب قدیمی است و چند صفحه‌ی آن پاره است.	This book is old and some of its pages are torn.
امروز حسابی خسته شدم و زود خوابیدم.	Today I got really tired and went to bed early.
تکرار این اشتباه خیلی بد است.	Repeating this mistake is very bad.
با تکرار هر روز، زبان را بهتر یاد می‌گیری.	With daily repetition you learn the language better.
یک سگ گنده جلوی در خانه بود.	There was a huge dog in front of the door.
پدربزرگم یک مزرعه‌ی بزرگ دارد.	My grandfather has a big farm.
ما در تابستان در مزرعه کار می‌کنیم.	We work on the farm in the summer.
ماشین من بیمه‌ی خوبی دارد.	My car has good insurance.
همه در جشن تولد رقصیدند.	Everyone danced at the birthday party.
او یک ساعت طلایی به من داد.	He gave me a golden watch.
ضبط ماشین من خراب است.	My car stereo is broken.
سربازها منتظر فرمان فرمانده بودند.	The soldiers were waiting for the commander's order.
این ویروس خیلی سریع پخش می‌شود.	This virus spreads very fast.
خان روستا مرد پولداری بود.	The village khan was a rich man.
در این روستا دسترسی به اینترنت کم است.	In this village access to the internet is poor.
ریشه‌ی این درخت خیلی عمیق است.	The root of this tree is very deep.
کامپیوتر من به اینترنت وصل است.	My computer is connected to the internet.
دکتر به من یک رژیم سخت داد.	The doctor gave me a strict diet.
ما باید برای این کار متحد باشیم.	We must be united for this work.
مردم شهر در برابر مشکل متحد شدند.	The people of the city united against the problem.
این آمار نشان می‌دهد که مردم کمتر کتاب می‌خوانند.	These statistics show that people read fewer books.
طبق آمار جدید، جمعیت شهر زیاد شده است.	According to new statistics, the city's population has grown.
مردم از سراسر دنیا به اینجا می‌آیند.	People come here from all over the world.
شکایت او هنوز در دادگاه است.	Her complaint is still in court.
هر شهروند حق دارد رای بدهد.	Every citizen has the right to vote.
لطفا آشغال‌های آشپزخانه را بیرون ببر.	Please take the kitchen rubbish out.
این رستوران در شهر ما خیلی مشهور است.	This restaurant is very famous in our city.
حافظه‌ی پدربزرگم دیگر خوب نیست.	My grandfather's memory is no longer good.
وحشت همه‌ی مردم شهر را گرفت.	Panic seized all the people of the city.
لطفا آدرس خانه‌ی خود را بنویسید.	Please write your home address.
من آنطور که تو فکر می‌کنی نیستم.	I am not the way you think.
او در مسابقه‌ی دو نفر نخست شد.	He came first in the running race.
من هنوز پاسخ نامه‌ی او را نداده‌ام.	I still haven't answered his letter.
اکثر دانش‌آموزان کلاس ما دختر هستند.	Most of the students in our class are girls.
ما با یک تور به شیراز سفر کردیم.	We travelled to Shiraz with a tour.
در بعضی کشورها اعدام هنوز قانونی است.	In some countries execution is still legal.
پرده‌ی اتاق من آبی است.	The curtain in my room is blue.
او با تعجب به من نگاه کرد.	He looked at me in surprise.
این کار زحمت زیادی دارد.	This work takes a lot of effort.
با زحمت زیاد این خانه را ساختیم.	We built this house with a lot of hard work.
از ترس نمی‌توانستم تکان بخورم.	I couldn't move out of fear.
ذخیره‌ی آب شهر کم شده است.	The city's water supply has gone down.
خانه‌ی ما در طبقه‌ی پنجم است.	Our home is on the fifth floor.
پلیس هویت آن مرد را پیدا کرد.	The police found out that man's identity.
حرف زدن با او هیچ فایده‌ای ندارد.	Talking to him is of no use.
در موزه یک شمشیر قدیمی دیدیم.	We saw an old sword in the museum.
من دو بلیت برای سینما خریدم.	I bought two tickets for the cinema.
اعتراض مردم به جایی نرسید.	The people's protest got nowhere.
ترک سیگار برای او سخت بود.	Quitting smoking was hard for him.
درآمد او برای خانواده کافی نیست.	His income is not enough for the family.
سقف این اتاق خیلی بلند است.	The ceiling of this room is very high.
این جنایت در شب اتفاق افتاد.	This crime happened at night.
جواب تو به این سوال صحیح است.	Your answer to this question is correct.
لطفا جمله‌ی صحیح را انتخاب کنید.	Please choose the correct sentence.
کاخ پادشاه در مرکز شهر بود.	The king's palace was in the centre of the city.
ما دیروز یک کاخ قدیمی را دیدیم.	Yesterday we saw an old palace.
او طرفدار این تیم فوتبال است.	He is a fan of this football team.
اتوبوس امروز پر از مسافر بود.	The bus was full of passengers today.
مادرم غذاهای سنتی ایرانی می‌پزد.	My mother cooks traditional Iranian dishes.
فهرست خرید را روی میز گذاشتم.	I put the shopping list on the table.
من یک شلوار آبی خریدم.	I bought a pair of blue trousers.
این شلوار برای تو خیلی بزرگ است.	These trousers are too big for you.
ما هیچ چاره‌ای جز صبر نداریم.	We have no choice but to wait.
عروس لباس سفید زیبایی پوشیده بود.	The bride was wearing a beautiful white dress.
عروس و خانواده‌اش به خانه‌ی ما آمدند.	The bride and her family came to our house.
چرخ دوچرخه‌ی من خراب است.	The wheel of my bicycle is broken.
معنی این عبارت را نمی‌دانم.	I don't know the meaning of this phrase.
دو مرد مسلح وارد بانک شدند.	Two armed men entered the bank.
تحلیل این اطلاعات زمان زیادی می‌برد.	Analysing this information takes a lot of time.
لطفا یک ورق کاغذ به من بده.	Please give me a sheet of paper.
بین دو برادر اختلاف زیادی بود.	There was a lot of disagreement between the two brothers.
نصب این برنامه خیلی آسان است.	Installing this program is very easy.
کمیته فردا تصمیم نهایی را می‌گیرد.	The committee will make the final decision tomorrow.
نامزد من در تهران زندگی می‌کند.	My fiancé lives in Tehran.
برادرم مهندس است و در یک شرکت کار می‌کند.	My brother is an engineer and works at a company.
شهردار جدید برای شهر برنامه‌های زیادی دارد.	The new mayor has many plans for the city.
این سیم خیلی کوتاه است.	This wire is very short.
همه سوار شدند و اتوبوس حرکت کرد.	Everyone got on and the bus set off.
در قلب او رحم نبود.	There was no mercy in his heart.
پدرش سال‌ها در معدن کار می‌کرد.	His father worked in a mine for years.
من یک جفت کفش نو خریدم.	I bought a new pair of shoes.
دکتر گفت کلیه‌ی او مشکل دارد.	The doctor said his kidney has a problem.
هر انسان دو کلیه در بدن دارد.	Every person has two kidneys in the body.
زمان ما برای این کار محدود است.	Our time for this work is limited.
تعداد صندلی‌های این سالن محدود است.	The number of seats in this hall is limited.
او در این شهر غریب است و دوستی ندارد.	He is a stranger in this city and has no friends.
گرمای تابستان امسال خیلی زیاد بود.	The summer heat this year was very high.
من از دعوت شما خیلی ممنونم.	I am very grateful for your invitation.
بمب قبل از رسیدن پلیس منفجر شد.	The bomb exploded before the police arrived.
گاز آشپزخانه منفجر شد و خانه آتش گرفت.	The kitchen gas exploded and the house caught fire.
کشور در یک بحران اقتصادی است.	The country is in an economic crisis.
بحران آب در این منطقه جدی است.	The water crisis in this region is serious.
این فیلم خیلی بامزه بود.	This film was very funny.
برادر کوچکم خیلی بامزه حرف می‌زند.	My little brother talks in a very funny way.
ما عصرها در یک کافه قهوه می‌خوریم.	In the evenings we drink coffee in a café.
ایران نفت زیادی صادر می‌کند.	Iran exports a lot of oil.
این کیف دستی خیلی گران است.	This handbag is very expensive.
استقلال برای هر کشوری مهم است.	Independence is important for every country.
او استقلال مالی از پدرش دارد.	She is financially independent of her father.
من دیگر تحمل این سر و صدا را ندارم.	I can't stand this noise any more.
قیمت مسکن در تهران خیلی بالا است.	Housing prices in Tehran are very high.
دخالت او در کار ما درست نبود.	His interference in our work was not right.
انتشار این خبر همه را نگران کرد.	The spread of this news worried everyone.
مادربزرگم برای عید شیرینی درست کرد.	My grandmother made sweets for the holiday.
کارگران یک اتحادیه‌ی جدید درست کردند.	The workers formed a new union.
پدرم عضو اتحادیه‌ی کارگران است.	My father is a member of the workers' union.
او هیچ عذری برای این کار نداشت.	He had no excuse for this.
مالک این خانه در خارج زندگی می‌کند.	The owner of this house lives abroad.
جاده‌ی اینجا صاف و خوب است.	The road here is smooth and good.
آنها یک ساختمان عظیم در مرکز شهر ساختند.	They built an enormous building in the city centre.
همه باید مالیات خود را بپردازند.	Everyone must pay their taxes.
دولت برای مقابله با این مشکل برنامه دارد.	The government has a plan to deal with this problem.
این بیماری ناشی از آب آلوده است.	This disease is caused by polluted water.
